,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Outcome
403,76653.0,0,0,91,126,736,63,219,189,946,1,4,0,7,11,2,0,0,1,1,0,False,False,True,False,False,False,False,False,False,True,False,0
404,48752.0,1,1,8,0,73,57,71,15,100,5,6,0,1,5,9,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,1
405,80395.0,0,0,62,48,445,25,80,76,706,1,6,0,5,12,2,0,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,0
406,52569.0,0,1,54,7,85,0,0,0,3,1,2,0,0,4,3,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
407,56181.0,0,1,6,48,121,103,8,44,69,1,4,0,2,7,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
408,28647.0,1,0,54,26,19,8,0,12,29,1,2,1,2,2,7,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,1
409,62637.0,0,1,76,5,104,12,4,12,48,1,2,0,2,5,2,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
410,19986.0,1,0,74,6,3,6,0,2,5,1,0,0,0,3,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
411,26290.0,1,1,49,22,15,8,11,5,16,4,2,0,0,4,6,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
412,57136.0,0,0,18,127,267,140,34,12,599,1,7,0,5,7,6,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,1
413,40760.0,0,1,64,6,70,0,0,0,17,2,2,0,1,3,6,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
414,33581.0,2,0,38,1,11,0,0,0,5,1,1,0,0,2,8,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
415,62159.0,0,0,68,29,182,17,77,70,259,1,6,0,2,10,4,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
416,54137.0,0,1,46,20,171,0,0,1,11,2,4,0,1,4,6,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
417,23228.0,1,0,91,5,53,3,7,4,49,4,3,0,0,4,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
418,57420.0,0,1,22,24,280,0,0,0,18,3,5,0,1,6,7,0,1,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
419,24594.0,1,0,94,9,1,3,10,0,6,1,1,0,0,3,5,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0
420,75330.0,1,1,94,61,555,82,93,61,257,4,10,0,3,12,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
421,22574.0,2,1,28,2,25,0,2,0,8,2,2,0,0,3,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
422,57537.0,1,0,83,100,191,56,51,8,139,4,4,0,3,8,4,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
423,57045.0,0,1,40,17,296,13,11,13,104,3,4,0,2,9,3,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
424,11012.0,1,0,82,23,24,3,7,1,26,3,3,1,1,2,9,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
425,33168.0,0,1,0,3,80,1,0,1,37,3,2,0,1,4,7,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,0
426,54998.0,0,1,3,8,154,22,39,30,202,5,4,0,2,9,4,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,1
427,39548.0,1,1,87,18,15,4,3,4,10,2,1,0,1,3,3,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,0
428,35684.0,1,0,66,3,10,4,0,6,7,1,1,0,0,3,6,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0
429,52157.0,0,1,48,40,189,2,3,2,29,2,3,0,2,5,4,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
430,43776.0,1,0,77,3,8,0,2,1,9,1,1,0,0,2,6,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
431,54356.0,0,1,62,0,710,15,20,0,30,3,11,0,2,8,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,1
432,72968.0,0,0,8,55,1092,37,145,37,592,1,5,0,5,8,3,0,0,0,1,0,False,False,False,False,True,False,True,False,False,False,False,1
433,65748.0,0,1,58,34,172,73,95,78,93,2,2,0,4,10,1,0,0,0,0,1,False,False,True,False,False,False,False,False,False,True,False,0
434,61825.0,0,1,56,27,162,50,55,30,100,1,4,0,2,8,4,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
435,64813.0,1,0,81,52,293,0,179,97,124,1,7,0,2,10,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
436,20427.0,1,0,63,1,5,0,0,0,4,1,1,0,0,2,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
437,60182.0,0,1,23,2,8,0,7,0,5,1,1,0,0,2,4,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,0
438,57091.0,0,1,82,4,462,0,6,0,24,2,9,0,2,5,7,0,1,0,0,0,False,False,False,False,True,False,False,True,False,False,False,1
439,78041.0,0,0,93,17,482,35,72,160,553,1,4,0,4,9,2,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0
440,42731.0,1,0,64,24,159,2,6,2,51,3,4,0,1,5,5,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
441,35196.0,1,0,68,187,75,12,43,39,141,6,6,0,1,5,8,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,1
442,83917.0,0,0,12,79,514,22,42,198,732,1,6,0,7,7,3,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,1
443,56962.0,2,1,60,26,292,3,10,3,77,7,6,0,3,5,7,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
444,43142.0,1,1,84,4,5,1,2,1,7,1,1,0,0,2,7,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
445,69372.0,0,0,10,42,997,26,34,13,269,1,10,0,4,6,4,0,1,1,0,0,False,False,True,False,False,False,False,False,False,True,False,1
446,66294.0,0,0,68,117,251,108,65,92,334,1,4,0,3,5,2,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
447,66835.0,0,0,21,141,620,26,34,17,195,1,6,0,4,13,2,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
448,82224.0,0,0,83,40,307,26,138,31,360,1,6,0,9,5,3,0,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,0
449,31497.0,0,1,22,4,108,1,13,1,28,2,3,0,1,4,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
450,37070.0,1,1,30,39,231,7,4,15,137,9,5,0,1,8,7,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,1
451,77037.0,0,1,3,10,463,96,168,53,333,1,7,0,7,12,3,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
452,52597.0,0,1,69,42,492,0,7,0,37,3,6,0,3,8,5,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
453,34230.0,1,1,72,2,15,0,0,0,4,1,1,0,0,2,7,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
454,55424.0,0,1,6,107,462,61,10,53,184,4,7,1,5,9,6,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,1
455,34968.0,1,0,11,2,158,6,8,2,45,7,3,0,2,5,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
456,74485.0,0,0,58,49,499,149,173,49,815,1,6,0,7,12,3,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
457,5305.0,0,1,12,5,12,4,1,3,7,0,1,0,0,0,13,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
458,66465.0,0,1,1,14,1200,0,38,29,204,3,11,0,9,12,6,0,0,0,1,0,False,False,False,False,True,False,False,True,False,False,False,0
459,53761.0,1,1,7,71,158,0,13,7,76,6,4,0,4,3,5,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
460,32146.0,1,0,16,3,26,3,4,7,23,2,2,0,0,4,6,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0
461,49476.0,0,1,29,196,386,23,54,41,95,4,2,0,11,5,2,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
462,33462.0,1,0,78,11,22,3,0,0,18,1,2,0,0,3,7,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
463,44359.0,1,1,19,1,20,0,7,3,14,3,2,0,0,4,3,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
464,78497.0,0,0,44,223,207,26,75,0,447,1,5,0,7,12,2,0,0,0,1,0,True,False,False,False,False,False,False,True,False,False,False,0
465,60544.0,1,1,92,35,201,2,3,5,43,4,5,0,1,5,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
466,76842.0,0,0,37,32,605,10,84,54,345,1,1,0,8,7,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,0
467,42618.0,1,0,92,10,76,14,13,5,74,2,5,0,0,4,8,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
468,45204.0,1,0,93,18,30,11,29,1,25,1,1,0,1,4,3,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
469,43974.0,1,0,19,72,378,0,0,0,101,5,6,0,4,6,7,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
470,77870.0,0,1,93,133,1017,50,65,50,500,3,5,0,5,5,8,0,1,0,1,0,False,False,True,False,False,False,False,True,False,False,False,1
471,58917.0,1,2,10,28,151,7,0,7,89,5,4,0,1,6,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
472,52060.6335839599,0,0,69,61,861,138,60,30,461,1,6,0,5,12,3,0,1,0,1,0,False,False,True,False,False,False,False,True,False,False,False,0
473,66373.0,1,1,57,109,328,9,12,24,124,7,4,0,2,10,3,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
474,50002.0,0,1,21,82,443,5,21,16,71,2,8,0,2,7,7,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
475,40851.0,1,1,63,24,23,1,0,4,7,1,1,0,1,2,7,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
476,34596.0,1,0,48,7,14,0,0,0,2,1,1,0,0,2,8,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
477,18690.0,0,0,77,19,6,1,23,4,7,1,1,0,1,2,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
478,55563.0,0,1,22,2,29,1,2,0,9,1,2,0,0,3,3,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
479,42873.0,1,1,11,15,209,0,3,2,40,4,6,0,1,4,8,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,0
480,60432.0,0,1,61,11,365,3,4,3,15,5,7,0,2,5,6,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
481,41644.0,1,1,67,2,20,3,2,0,4,2,1,0,0,3,3,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
482,72117.0,0,1,34,50,707,20,65,60,171,1,9,0,7,9,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
483,62307.0,0,1,94,10,87,13,10,6,34,1,4,0,0,4,5,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
484,76412.0,0,0,15,17,840,53,23,71,804,1,5,0,4,8,3,0,0,1,1,0,False,False,False,False,True,False,False,False,True,False,False,1
485,30096.0,1,0,30,9,5,3,12,5,11,1,2,0,0,3,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
486,71965.0,0,1,21,248,572,19,50,38,286,3,6,0,3,5,3,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
487,26997.0,0,0,89,144,7,23,133,49,78,2,4,0,2,5,7,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,0
488,27450.0,0,0,57,52,37,12,8,11,23,1,2,0,1,3,7,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
489,65488.0,0,0,46,54,603,45,36,18,207,1,3,0,4,6,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
490,33235.0,1,0,71,6,45,0,2,1,16,1,3,0,0,3,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
491,33039.0,1,0,4,12,30,8,8,8,12,1,2,0,0,4,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
492,64413.0,0,1,27,20,200,5,0,10,44,1,5,0,1,5,5,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
493,50200.0,1,1,70,64,266,6,8,6,51,6,7,0,1,5,8,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
494,51373.0,0,0,37,117,83,2,64,26,101,1,3,0,5,3,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
495,45759.0,1,1,13,4,42,1,3,0,18,2,2,0,0,3,7,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
496,77598.0,0,0,53,33,1193,33,129,66,281,1,7,0,5,13,3,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,False,0
497,74293.0,0,0,66,81,375,152,93,91,335,1,5,0,4,6,2,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
498,37929.0,0,0,49,10,202,2,3,2,46,2,4,0,2,5,7,0,1,0,1,0,False,False,False,False,True,False,False,False,True,False,False,1
499,35641.0,1,0,11,28,63,3,8,9,67,2,3,0,1,4,7,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,1
500,37406.0,1,0,18,3,2,0,2,2,8,1,1,0,0,2,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,1
501,29543.0,2,0,47,18,17,3,3,4,18,2,3,0,1,2,7,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
502,70287.0,0,0,30,40,295,35,121,120,482,1,5,0,5,10,3,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,1
503,53204.0,1,1,40,6,29,0,2,0,8,1,1,0,0,3,4,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
504,56253.0,0,1,83,5,509,0,7,11,65,4,7,0,2,9,6,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
505,62010.0,0,1,93,92,371,22,6,0,39,4,6,0,2,7,5,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
506,28389.0,0,0,49,8,1,5,7,4,3,1,1,0,0,2,7,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0
507,92491.0,0,0,71,22,979,44,29,25,935,1,7,0,5,12,3,0,1,1,1,0,False,False,False,False,True,False,False,True,False,False,False,1
508,58330.0,0,1,87,151,445,53,104,98,213,1,6,0,4,13,4,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,0
509,47025.0,1,1,6,1,16,0,0,0,3,1,1,0,0,2,7,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,0
510,36065.0,1,1,54,3,18,7,10,2,34,3,3,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
511,54880.0,1,0,57,118,308,85,102,45,137,2,6,0,2,11,5,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
512,75236.0,0,1,27,114,438,66,12,38,400,1,8,0,3,13,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
513,60199.0,1,2,49,0,8,1,2,0,7,1,0,0,0,3,4,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
514,23331.0,1,0,92,45,5,36,0,10,7,2,3,0,0,3,8,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0
515,44794.0,0,1,99,4,54,0,0,0,7,1,2,0,0,3,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
516,65968.0,0,1,12,4,376,9,19,4,83,2,5,0,4,7,3,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
517,30843.0,1,1,43,9,24,0,0,0,2,2,1,1,1,2,5,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
518,66726.0,1,1,61,47,349,7,0,0,35,3,8,0,2,4,7,0,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
519,63967.0,0,1,57,162,387,84,73,35,141,3,4,0,4,12,2,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
520,61286.0,0,1,34,117,356,0,19,9,107,2,7,0,1,8,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
521,18929.0,0,0,15,18,32,0,23,4,8,1,1,0,0,4,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
522,76068.0,0,1,67,76,1115,12,33,12,128,1,2,0,3,4,6,1,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
523,51390.0,1,1,54,56,205,20,23,2,47,6,5,0,2,5,5,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,0
524,85844.0,0,0,62,38,938,19,25,95,843,1,6,0,6,7,2,0,0,1,0,0,False,False,False,False,True,False,False,True,False,False,False,0
525,48721.0,1,1,50,21,81,18,47,13,113,6,4,0,2,5,6,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
526,45903.0,0,1,80,3,33,8,2,10,10,2,2,0,1,3,4,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
527,66503.0,1,0,30,50,91,64,65,3,128,2,4,0,3,6,3,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
528,67680.0,0,1,8,6,546,0,0,6,48,1,7,0,3,8,5,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,0
529,56129.0,0,1,65,48,320,48,39,72,133,4,6,0,2,10,4,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
530,55412.0,1,1,65,8,10,5,11,1,28,1,2,0,0,3,5,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,0
531,61064.0,0,1,80,180,387,126,0,45,342,5,8,0,4,11,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
532,36408.0,1,1,11,3,9,1,3,2,4,1,1,0,0,2,6,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
533,54237.0,0,1,48,57,267,3,4,0,30,4,5,0,2,5,6,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,0
534,37401.0,1,0,14,3,19,3,3,1,19,2,2,0,0,3,7,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
535,58025.0,0,1,81,22,270,31,11,48,88,3,3,0,2,10,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
536,46772.0,0,1,88,57,350,104,197,151,189,6,11,1,8,5,8,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
537,61284.0,0,0,76,45,618,15,20,7,106,1,11,0,2,8,6,0,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
538,26816.0,0,0,50,3,5,1,3,4,6,1,0,0,0,3,4,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
539,60482.0,0,1,81,24,255,43,37,14,134,1,7,0,2,7,7,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,0
540,42835.0,1,1,64,98,379,4,12,9,93,7,6,0,6,4,6,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
541,75342.0,0,1,38,26,204,97,21,118,97,1,5,0,2,10,4,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,0
542,67381.0,0,1,67,70,815,8,11,0,53,4,2,0,2,9,7,0,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
543,68743.0,0,0,81,115,1132,134,175,134,384,1,11,0,5,13,7,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
544,53863.0,0,1,4,30,399,4,6,4,30,3,7,0,1,7,7,0,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
545,57811.0,0,1,49,78,545,7,37,21,114,5,7,0,2,11,5,0,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
546,39660.0,1,0,36,36,139,13,20,13,78,3,7,0,1,3,9,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,1
547,90247.0,0,0,27,16,1184,32,21,16,352,1,3,0,4,7,1,0,1,1,1,0,False,False,False,True,False,False,False,False,True,False,False,1
548,82800.0,0,0,23,45,1006,22,59,68,115,1,7,0,6,12,3,0,0,1,1,0,False,False,False,False,True,False,False,False,True,False,False,1
549,85696.0,0,0,88,12,714,76,116,0,395,1,4,0,6,9,1,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,1
550,55158.0,1,1,72,23,293,0,4,11,87,4,7,0,2,5,7,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,1
551,33564.0,0,1,51,7,61,0,0,0,3,1,1,0,1,3,5,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
552,61467.0,0,2,69,49,410,16,0,5,114,3,5,0,2,10,5,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
553,54432.0,2,1,37,0,33,0,0,0,5,1,1,0,0,3,4,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
554,44911.0,0,1,11,31,159,0,2,1,22,3,4,0,1,4,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
555,71232.0,0,1,91,17,653,17,34,26,170,2,11,0,2,10,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
556,57107.0,0,1,44,137,159,0,0,0,120,7,4,0,4,8,8,1,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,1
557,35797.0,0,1,16,21,27,1,4,1,14,2,2,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
558,80141.0,0,0,20,40,1184,102,52,40,673,1,7,0,4,10,6,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,1
559,42162.0,1,0,31,27,46,7,2,4,59,2,3,1,1,3,6,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,1
560,88325.0,0,0,42,53,519,71,93,27,860,1,6,0,2,9,2,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
561,41986.0,0,1,15,12,27,5,8,3,8,3,3,0,0,4,4,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
562,62845.0,1,1,3,34,1099,0,0,0,45,11,3,0,4,10,8,0,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
563,34935.0,0,0,71,20,34,4,3,10,66,1,2,0,1,4,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
564,26907.0,1,1,10,2,9,1,0,3,7,2,1,0,0,3,7,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
565,71604.0,0,0,3,97,345,53,98,75,528,1,8,1,3,5,4,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,1
566,42081.0,1,0,86,27,175,10,54,6,110,2,6,1,3,4,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
567,59292.0,0,1,71,14,378,14,19,14,68,2,3,0,5,8,3,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
568,16529.0,1,0,23,1,3,0,13,0,5,1,1,0,0,3,6,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
569,40321.0,1,1,59,27,44,4,6,0,21,2,3,0,0,3,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
570,79941.0,0,0,72,174,123,164,227,30,266,1,2,0,4,9,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
571,42564.0,0,1,28,198,324,48,39,18,186,6,6,1,8,4,7,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,1
572,77353.0,0,1,38,59,275,59,69,101,107,2,6,0,4,8,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
573,79761.0,0,1,32,11,415,5,15,35,124,1,5,0,2,11,3,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
574,50870.0,0,1,13,2,53,0,0,0,8,1,2,0,0,3,5,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
575,85738.0,0,0,41,13,913,26,17,26,376,1,3,0,6,11,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,True,False,0
576,62450.0,0,1,61,38,515,47,62,66,267,2,5,0,5,4,3,0,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
577,83837.0,0,0,79,111,847,66,86,89,119,1,9,0,10,5,4,0,1,0,1,0,False,False,False,False,True,False,False,True,False,False,False,1
578,59385.0,1,1,85,36,135,0,0,4,10,2,3,0,1,4,5,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
579,88097.0,1,0,24,75,163,0,0,126,480,1,6,0,5,8,9,0,1,1,1,0,False,False,False,True,False,False,False,True,False,False,False,1
580,28691.0,1,0,56,4,5,4,8,0,13,1,1,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
581,22574.0,2,1,28,2,25,0,2,0,8,2,2,0,0,3,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
582,17688.0,1,0,82,2,2,2,3,1,1,1,1,0,0,2,8,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,0
583,73170.0,0,0,1,32,184,174,50,30,256,1,5,0,4,6,2,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
584,81361.0,0,0,18,76,163,23,27,65,424,1,3,0,10,13,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,1
585,68397.0,0,1,6,80,760,80,17,13,466,1,6,0,9,5,3,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
586,48432.0,0,1,3,42,322,3,4,3,50,5,7,0,1,6,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,0
587,41437.0,1,1,5,1,29,0,0,0,2,1,1,0,0,3,7,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,0
588,27943.0,1,1,89,3,12,1,4,1,16,3,2,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
589,7500.0,1,0,54,20,5,3,12,7,10,4,3,0,1,3,7,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
590,36443.0,1,1,9,20,65,0,4,3,46,4,3,0,1,3,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
591,42315.0,0,1,90,80,67,15,17,11,80,3,1,0,4,4,3,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
592,49618.0,1,1,77,14,80,3,4,2,26,4,3,0,1,3,7,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
593,81205.0,0,0,43,130,724,74,97,55,929,1,5,1,6,7,2,1,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,1
594,85606.0,0,1,89,84,717,42,219,30,864,2,6,0,7,9,3,0,0,0,1,0,False,False,True,False,False,False,False,False,False,True,False,0
595,28332.0,0,0,58,9,14,10,4,15,13,1,2,0,1,4,2,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
